experimentId,maxThroughput,avgThroughput,latencyAll,latencyOutlierRemoved,cpuShadow,memShadow,cpuApp,memApp,hostActive,elapsed
4rep,259751,259077.66666666666,15,15,26.932835820895523,0.194433024,155.1981471950592,2.9706977279999998,10.354098176,170.29089186200002
50rep,206799,202442,221.33333333333334,221.33333333333334,92.27123451261383,1.536991232,1122.469882456226,37.74558207999999,46.212550656,2005.1891463680001
